LICENSENO,LICENSEDTTM,ISSDTTM,EXPDTTM,LICSTATUS,LICCATDESC,PRIMAPPLICANT,CONTACT,DBANAME,BUSINESSNAME,Manager,TOTALCAPACITY,FEEAMOUNT,CAPACITY,ENDTIME,NUMBEROFUNITS,Neighborhood,CAL_POLICEDISTRICTCODE,CAL_UNITTYPECODE,UnitTypeDescript,TotalEntCapacity,STNO,STNOHI,Address,CITY,STATE,ZIP,Location
CAL-133099,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MICHAEL SPENCER,NULL,Cafe Dello Sport,"Cafe Dello Sport, Inc.",MICHAEL SPENCER,75,0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,75,308,310,  Hanover ST,Boston,MA,2113,"(42.364338000, -71.054156000)"
CAL-133099,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MICHAEL SPENCER,NULL,Cafe Dello Sport,"Cafe Dello Sport, Inc.",MICHAEL SPENCER,75,0,0,1:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,75,308,310,  Hanover ST,Boston,MA,2113,"(42.364338000, -71.054156000)"
CAL-133099,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MICHAEL SPENCER,NULL,Cafe Dello Sport,"Cafe Dello Sport, Inc.",MICHAEL SPENCER,75,0,0,1:00 AM,3,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",75,308,310,  Hanover ST,Boston,MA,2113,"(42.364338000, -71.054156000)"
CAL-133099,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MICHAEL SPENCER,NULL,Cafe Dello Sport,"Cafe Dello Sport, Inc.",MICHAEL SPENCER,75,360,75,1:00 AM,2,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,75,308,310,  Hanover ST,Boston,MA,2113,"(42.364338000, -71.054156000)"
CAL-133100,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pranee Srikham,NULL,Sticky Rice Caf,Sticky Rice Caf LLC,Pranee Srikham,16,0,16,10:30 PM,1,West Roxbury/Roslindale,E-5,CassetteCD,Cassette/CD Player,16,1894,,  Centre ST,West Roxbury,MA,2132,"(42.285385000, -71.155841000)"
CAL-133100,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pranee Srikham,NULL,Sticky Rice Caf,Sticky Rice Caf LLC,Pranee Srikham,16,180,0,10:30 PM,1,West Roxbury/Roslindale,E-5,DVDVCR,DVD/VCR,16,1894,,  Centre ST,West Roxbury,MA,2132,"(42.285385000, -71.155841000)"
CAL-133100,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pranee Srikham,NULL,Sticky Rice Caf,Sticky Rice Caf LLC,Pranee Srikham,16,0,0,10:30 PM,1,West Roxbury/Roslindale,E-5,Radio,Radio,16,1894,,  Centre ST,West Roxbury,MA,2132,"(42.285385000, -71.155841000)"
CAL-133100,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Pranee Srikham,NULL,Sticky Rice Caf,Sticky Rice Caf LLC,Pranee Srikham,16,0,0,10:30 PM,1,West Roxbury/Roslindale,E-5,TV,"Television (under 27"")",16,1894,,  Centre ST,West Roxbury,MA,2132,"(42.285385000, -71.155841000)"
CAL-133101,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Robert Tyack,NULL,Rebecca's Cafe,"Rebecca's 160 Federal Street Cafe, Inc.",Robert Tyack,98,180,0,9:00 PM,1,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,98,160,,  Federal ST,Boston,MA,2110,"(42.354049000, -71.055925000)"
CAL-133101,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Robert Tyack,NULL,Rebecca's Cafe,"Rebecca's 160 Federal Street Cafe, Inc.",Robert Tyack,98,0,98,9:00 PM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,98,160,,  Federal ST,Boston,MA,2110,"(42.354049000, -71.055925000)"
CAL-133101,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Robert Tyack,NULL,Rebecca's Cafe,"Rebecca's 160 Federal Street Cafe, Inc.",Robert Tyack,98,0,0,9:00 PM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,98,160,,  Federal ST,Boston,MA,2110,"(42.354049000, -71.055925000)"
CAL-133101,1/1/2014 0:00,9/12/2014 17:24,12/31/2014 0:00,Active,Non-Live Entertainment,Robert Tyack,NULL,Rebecca's Cafe,"Rebecca's 160 Federal Street Cafe, Inc.",Robert Tyack,98,0,0,9:00 PM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,98,160,,  Federal ST,Boston,MA,2110,"(42.354049000, -71.055925000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,FloorShow,Floor Show,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,TV,"Television (under 27"")",775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,3,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,775,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,14,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133102,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Charles R Delpidio,NULL,Royale,The Boston Ballroom Corporation,Charles R Delpidio,775,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,775,279,,  Tremont ST,Boston,MA,2116,"(42.349950000, -71.065539000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,0,0,1:00 AM,1,South Boston,C-6,CassetteCD,Cassette/CD Player,84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,0,0,1:00 AM,1,South Boston,C-6,Radio,Radio,84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,0,0,1:00 AM,1,South Boston,C-6,Jukebox,Jukebox,84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,0,0,1:00 AM,1,South Boston,C-6,TV,"Television (under 27"")",84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,360,0,1:00 AM,2,South Boston,C-6,WidescrnTV,Widescreen Television,84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133103,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,Douglas G Danzey,NULL,224 Boston Street,"Boston Street, Inc.",Douglas G Danzey,84,400,84,1:00 AM,3,South Boston,C-6,InstVocal,Instrumental/Vocal,84,224,,  Boston ST,Dorchester,MA,2125,"(42.322272000, -71.060848000)"
CAL-133104,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Andres Branger,Orinoco: A Latin Kitchen,Orinco,Orinco LLC,Andres Branger,19,0,19,10:30 PM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,19,477,,  Shawmut AV,Roxbury,MA,2118,"(42.338903000, -71.075949000)"
CAL-133104,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Andres Branger,Orinoco: A Latin Kitchen,Orinco,Orinco LLC,Andres Branger,19,0,0,10:30 PM,1,Back Bay/South End,D-4,Radio,Radio,19,477,,  Shawmut AV,Roxbury,MA,2118,"(42.338903000, -71.075949000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,14,Downtown/Charlestown/North End,A-1,WidescrnTV,Widescreen Television,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DVDVCR,DVD/VCR,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,1200,675,2:00 AM,1,Downtown/Charlestown/North End,A-1,Radio,Radio,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,Jukebox,Jukebox,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DJ,Disc Jockey,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,1,Downtown/Charlestown/North End,A-1,DancingPat,Dancing by Patrons,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133105,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,Austin O'Connor,NULL,Parris / Ned Devine's,"Adare, Inc.",Austin O'Connor,675,0,0,2:00 AM,7,Downtown/Charlestown/North End,A-1,InstVocal,Instrumental/Vocal,675,200,299,  Faneuil Hall SQ,Boston,MA,2109,"(42.360131000, -71.054954000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,800,99,2:00 AM,7,Jamaica Plain,E-13,InstVocal,Instrumental/Vocal,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,DancingPat,Dancing by Patrons,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,CassetteCD,Cassette/CD Player,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,Radio,Radio,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,Jukebox,Jukebox,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,2,Jamaica Plain,E-13,TV,"Television (under 27"")",99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,WidescrnTV,Widescreen Television,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,1,Jamaica Plain,E-13,DVDVCR,DVD/VCR,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133106,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,JAY BALERNA,BALERNA,Midway Caf,"Broughton Enterprises, Inc.",JAY BALERNA,99,0,0,2:00 AM,2,Jamaica Plain,E-13,AutoAmuse,Auto Amusement Device/Game,99,3492,3498,  Washington ST,Jamaica Plain,MA,2130,"(42.306280000, -71.107430000)"
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,1,Back Bay/South End,D-4,CassetteCD,Cassette/CD Player,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,1,Back Bay/South End,D-4,Radio,Radio,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,94,Back Bay/South End,D-4,WidescrnTV,Widescreen Television,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,1,Back Bay/South End,D-4,DVDVCR,DVD/VCR,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,1,Back Bay/South End,D-4,MoviePic,Movie Picture Screen,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,153,Back Bay/South End,D-4,AutoAmuse,Auto Amusement Device/Game,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,0,0,2:00 AM,1,Back Bay/South End,D-4,DancingPat,Dancing by Patrons,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133107,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Night Club,KEVIN TROY,TROY,Jillian's Billiard Club,"Lucky Strike Jillian's, LLC",KEVIN TROY,1675,1600,1675,2:00 AM,1,Back Bay/South End,D-4,DJ,Disc Jockey,1675,145,, Ipswich St,Boston,MA,2215,NULL
CAL-133110,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,Harold Martin,NULL,International House of Pancakes,International House of Pancakes,Harold Martin,258,0,258,2:00 AM,1,Allston/Brighton,D-14,Radio,Radio,258,1850,,  Soldiers Field RD,Brighton,MA,2135,"(42.358620000, -71.157300000)"
CAL-133112,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MARY ANN LONGO,NULL,Amici,Amici Inc.,MARY ANN LONGO,49,0,49,1:00 a.m.,1,Downtown/Charlestown/North End,A-1,CassetteCD,Cassette/CD Player,49,111,,N Washington ST,Boston,MA,2113,"(42.365582000, -71.058131000)"
CAL-133112,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,MARY ANN LONGO,NULL,Amici,Amici Inc.,MARY ANN LONGO,49,0,0,1:00 a.m.,1,Downtown/Charlestown/North End,A-1,Radio,Radio,49,111,,N Washington ST,Boston,MA,2113,"(42.365582000, -71.058131000)"
CAL-133113,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Robsham Theatre,Boston College,"Thomas Keady, Jr",591,575,0,11:00 PM,591,Allston/Brighton,D-14,Theatre,Theatre,591,50,,  Saint Thomas More RD,Brighton,MA,2467,"(42.337814000, -71.168234000)"
CAL-133113,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Robsham Theatre,Boston College,"Thomas Keady, Jr",591,0,591,11:00 PM,1,Allston/Brighton,D-14,InstVocal,Instrumental/Vocal,591,50,,  Saint Thomas More RD,Brighton,MA,2467,"(42.337814000, -71.168234000)"
CAL-133114,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Function Hall,Boston College,"Thomas Keady, Jr",300,0,300,11:30 PM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,300,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133114,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Function Hall,Boston College,"Thomas Keady, Jr",300,0,0,11:30 PM,1,Allston/Brighton,D-14,Radio,Radio,300,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133114,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Function Hall,Boston College,"Thomas Keady, Jr",300,0,0,11:30 PM,1,Allston/Brighton,D-14,TV,"Television (under 27"")",300,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133114,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Function Hall,Boston College,"Thomas Keady, Jr",300,180,0,11:30 PM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,300,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133114,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Function Hall,Boston College,"Thomas Keady, Jr",300,180,0,11:30 PM,1,Allston/Brighton,D-14,DVDVCR,DVD/VCR,300,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133115,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Gymnasium,Boston College,"Thomas Keady, Jr",975,0,975,1:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,975,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133115,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Gymnasium,Boston College,"Thomas Keady, Jr",975,0,0,1:00 AM,1,Allston/Brighton,D-14,Radio,Radio,975,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133115,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Gymnasium,Boston College,"Thomas Keady, Jr",975,0,0,1:00 AM,1,Allston/Brighton,D-14,TV,"Television (under 27"")",975,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133115,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Gymnasium,Boston College,"Thomas Keady, Jr",975,180,0,1:00 AM,1,Allston/Brighton,D-14,DVDVCR,DVD/VCR,975,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133116,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Arena,Boston College,"Thomas Keady, Jr",8606,0,8606,1:00 AM,1,Allston/Brighton,D-14,CassetteCD,Cassette/CD Player,8606,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133116,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Arena,Boston College,"Thomas Keady, Jr",8606,0,0,1:00 AM,1,Allston/Brighton,D-14,Radio,Radio,8606,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133116,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Arena,Boston College,"Thomas Keady, Jr",8606,0,0,1:00 AM,1,Allston/Brighton,D-14,TV,"Television (under 27"")",8606,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133116,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Arena,Boston College,"Thomas Keady, Jr",8606,180,0,1:00 AM,1,Allston/Brighton,D-14,WidescrnTV,Widescreen Television,8606,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
CAL-133116,1/1/2014 0:00,9/12/2014 17:24,12/31/2015 0:00,Active,Non-Live Entertainment,"Thomas Keady, Jr",NULL,Boston College Conte Forum Arena,Boston College,"Thomas Keady, Jr",8606,180,0,1:00 AM,1,Allston/Brighton,D-14,DVDVCR,DVD/VCR,8606,2601,2609,  Beacon ST,Brighton,MA,2135,"(42.336400000, -71.165956000)"
